pid,comment,Sentiment_for_model
2647,"@josephyiong ya, their disbursement really take a long time to process, locked our fund for a period which do not earn any interest. Actually not only this note I think, previously the notes that I invested also take long time only disbursed out to the borrower.  ![sad](https://media.tenor.com/images/f6de34abeb6502072cf26264accdb18e/tenor.gif)",Neutral
2648,"@derrick-wong yea.. not all though, only some.. just feel that it takes unusually long for certain notes which is frustrating. If the explanation is making sense, I wouldn't bring this to public here. What investors want is #transparency",Neutral
2650,Interest amended at approximately 11am. Thanks FSMY.,Neutral
2663,"@sean-fs thanks for your time and explanation. But the reply I got from FS staff is as below yesterday.    @josephyiong said in [MBBT\-18070003 \(Loan successfully disbursed after 9 business days\)](/post/2646): > Reply on 31-July-2018 > Thanks for reaching out. > We are pending for final agreements to be signed from the company director's end before providing them with the funds. > Hope this clarifies.  Based on your definition, the loan was disbursed on **31-Jul-2018** because it was reflected this morning. Why did FS staff inform me it was still pending for director's sign-off?  Anyway, appreciate your detailed explanations.",Negative
2665,"Happened yet again. Despite my auto invest being enabled and indicated as allocated, I found that no amount was invested after the closing time.  Previously when this happened, we were given excuses that the algorithm might have failed and was being looked into.  What would the excuse be now?",Negative
2666,@rajpuga Happened to me too. Luckily I can manually invest myself.,Neutral
2669,@funfunding Sorry for the late reply on this! Send us a message through our website and we'll be able to discuss this. Can't go into detail about specific deals on the forum.,Neutral
2671,Huh weird. My auto allocation got confirmed though. #lucky,Positive
2678,"There is one odd case with the auto allocation... if your current balance is less than your stipulated investment amount, it will skip you. This actually does not make sense but that is how it works.    Example. My auto investment amount is 600. My available is 100. The loan minimum is 20. You won’t get an allocation this way because the first check being done by the system is to compare the investment amount and your balance.  They acknowledge this is an error. But didn’t say if they will fix (it’s supposes to be an easy fix right?).  The current work around is to always adjust your auto invest amount to be lower that your available cash.",Neutral
2679,"@rajpuga said in [Auto allocation failure](/post/2665): > Happened yet again. Despite my auto invest being enabled and indicated as allocated, I found that no amount was invested after the closing time.  > Previously when this happened, we were given excuses that the algorithm might have failed and was being looked into.  > What would the excuse be now?  Someone booted you out of your allocation.  Hehe.",Neutral
2683,"@rajpuga Same thing happened to me.  My auto invest was set at $300, my balance is $4k plus and they allocated $200 with the option to opt out.  Didn't opt out and didn't get my money invested either.  Come on FS, get your act together.",Neutral
2685,"Same thing happened to me, I have 2k+ available balance and being allocated 200, but, become zero after funding completed.",Neutral
2689,"@jomni not so here, I have been allocated even with minimum in my balance before.",Neutral
2694,"@swong I just check, I have been allocated $200 with the auto invest.  How about you guys?",Neutral
2695,"@jomni said in [Auto allocation failure](/post/2678): > There is one odd case with the auto allocation... if your current balance is less than your stipulated investment amount, it will skip you. This actually does not make sense but that is how it works.   >  > Example. My auto investment amount is 600. My available is 100. The loan minimum is 20. You won’t get an allocation this way because the first check being done by the system is to compare the investment amount and your balance.  They acknowledge this is an error. But didn’t say if they will fix (it’s supposes to be an easy fix right?).  The current work around is to always adjust your auto invest amount to be lower that your available cash.  Yeah this happens to me too! I think its their way to ensure investors are maintaining enough balance.  I think a few users here make new AA settings when their balance goes low etc. so their funds are fully utilised. https://crowdfundtalks.com/topic/189/multiple-auto-investment-bots but again this means that you will have to be mindful of your balances. I try to do that sometimes but not always succesful.",Neutral
2697,"Short of FS coming up with the actual algorithm to display to the public(which even I would not agree if I own FS). I will give them the benefit of doubt as they r not banks with tonnes of ppl doing UAT. Yes they r dealing with ppl’s money but u must admit that they owe u nothing as u r willing to invest in their platform(caveat emptor). Teething problem always happens in new greenfield(and ever evolving user requests). They even missed out on their own servicing fees on one note.   I reckon with feedback from users/forummers like us, they will improve over time. It is after two way street, both parties(FS and users) are in it to make money. It is symbiosis.   Just be patient (not withstanding FS has their own operational risk and “living will”risk and what nots. CAVEAT EMPTOR for all P2P lending). My point is if u lost money be it stocks, UT and P2P lending, look urself in the the mirror and blame on the mirror image",Negative
2701,@racingcar Agree with all the points here. well written. I didn't mean to say FS owes us changes to the auto invest algorithm. was just giving feedback to them.   > They even missed out on their own servicing fees on one note.  Yes this was a good gesture.,Neutral
2702,"@racingcar true that... My expectations are like yours as well. Btw, how did FS miss out on their own servicing fees?",Neutral
2709,"@racingcar scary,  better check if your monthly dues are being credited to your account correctly.  If they can miss out on their own fees,  they can also miss out paying you.",Negative
2710,"@rajpuga by missed out on their own service fee, I think racingcar meant that they forgo their service fees when their auto allocation failed for a few users.",Neutral
2730,"Thanks FS for follow up by telephoned me about auto invest failure matter, thank you.",Positive
2731,@horkh they called you?  Hmm.. So what was their explanation,Neutral
2733,"@rajpuga @jonhan u r rite I should check my receipts lol  ![0_1533292859198_C7F6D2A8-CC60-44D9-BE18-390AC0E909EA.jpeg](/assets/uploads/files/1533292859703-c7f6d2a8-cc60-44d9-be18-390ac0e909ea-resized.jpeg)   From the pic, I see kosong for servicing fee.  @vamsi7 @kaeley-wn I did not post the pic earlier for I worry for the staff involved in the mistake. On the other hand I want my partners such as FS to make money too. So let’s learn together and appreciate if you do not reprimand the staff who make the mistake.",Neutral
2734,"@racingcar This is not a mistake, I have received the email on 18 July 2018, FS waive the service fees for this investment.  ![0_1533309131734_fs_001-b.jpg](/assets/uploads/files/1533309130499-fs_001-b-resized.jpg)",Neutral
2735,@rajpuga They explained as below.,Neutral
2736,@clarence haha didn’t check my email thoroughly. As such I stand corrected and apologise,Neutral
2740,"@jomni said in [FS Privilege \(Loyalty Program\) for FS Singapore](/post/2011): > Does this mean people will have priority in allocation? Please don’t do that.  It is not good for small investors and will discourage them.  It also does not promote diversification. Also it is diffucult to earn points as the loans you currently put out are too small.  Please reconsider unless FS has a steady flow of loans that everyone can invest in. In the current environment, I think it is not fair.  i tend to agree that manual injection and exclusive access will discourage the small investors. Already there are way too many investors to the point that investment goes as low as $20! If the loans could match up the fund supply, i think there is a need decrease the membership to maintain some ""sanity"" or encourage loan investment. $20 per month is not a meaningful amount for high risk investment. It is probably more suitable for students",Neutral
2741,"@funfunding At the time of writing, there are 2 unfunded loans, if reduce the number of  members, then these situation would get worst.  On the other hand, $20 allows more participants to invest in a loan.  Talking about high risk, I trust there are plenty of assets classes other than p2p cf which have high risk characteristic to suit higher risk investors.",Neutral
2742,"In any situation, i think it is not wise to start planning / discussing to decrease the membership. This is completely counter productive to crowdfunding principle.  On the issue where insufficient loans for everybody and the low $20 amount, this can be tackled with more loans (of course quality loan) and it takes effort to do that by the platform operator.   There are plenty of individuals with lots of 'hot money' out there. But we should try our best to channel the 'hot money' to quality loans to keep the entire community of crowd funding sustainable.",Neutral
2768,"2 weeks to go, still no update so far.. hmm..",Negative
2775,"@sean-fs said in [Re\-Payment Behavior: MBBT\-18010018 \(Borrower ID 26438\)](/post/1982): > @josephyiong - Hey there! As this is a term loan, it will be considered a default when payment is not received for 90 days past due (DPD) from the earliest repayment due date. >  > We are in touch with the Issuers and they have not been avoiding us. A recent slow down in business due to the General Elections, and GST announcements have affected not just them, but their clients as well.  >  > It's definitely a situation that we do not want for our Investors, but you can be assured that we are in this with you, and will monitor closely in such cases. >  > As always, we will continue to keep you and all Investors informed when we have any important updates on their upcoming repayments.  You are actually tight on the classification on default. Not sure if it is an industry practice. My banks and MAS way back (probably at an age just after Big Bang) uses 6 months as the default,",Neutral
2776,"@ktinvest said in [Re\-Payment Behavior: MBBT\-18010018 \(Borrower ID 26438\)](/post/2380): > I think we have 2 camps here. >  > **1st camp - technical** > We rely on the definition of default(90days after the first unsettled repayment) and yes, the borrower here is not yet default as of today - 18July. They missed their repayment which suppose to be cleared off on 22 May. Yes, no default but signs of big trouble is popping up. >  > **2nd camp - integrity and trust**  > This means a lot in business world. Let me chronologically list down what had happened with this borrower.  > Then you judge for yourself. :) > 07 May - Apr repayment delayed > ********* Reason given: Customer Delays > 18 May - Apr repayment delayed > ********* Reason given: Election holiday, so cheque cannot be cleared > 31 May - Apr repayment settled. > 23 May - May repayment delayed > ********* Reason given: GST policy change by Gov > 13 Jun  - Cheque banked in > 14 Jun  - May repayment delayed > ********* Banked cheque has outstanding amount > ********* Reason given: GST policy change by Gov  > 03 July - May repayment delayed > 11 July - May repayment delayed (unable to even clear the outstanding amount in installment basis) >  > So, isnt this a big sign that the borrower is in a major trouble servicing the outstanding repayment? > Bear in mind, he has RM37.2K / month to repay and he is struggling since 22 May.  >  > Hopefully, this could provide a better perspective about this borrower's attitude and behavior.  After 3rd July I would have drink coffee with the boss to understand what is going on with his business and life before touching on the repayment issues. Signs of troubles are already there.   If the boss appear to be dodgy, then more hints of big trouble is coming",Negative
2781,"Take a positive perspective and just 'write it off' as default. :) Learn it as a lesson learned.  Then, you no need to be so concerned.  Re-adjust your scope and focus on a larger picture.  If FS MY able to recover the outstanding repayment or recoup when it is under liquidation, then just take it as bonus. :)  Its painful to see default but you can decide how long you want to bear the pain.",Neutral
2782,"On my watch list.  Late Repaid for 3 months (Apr, May, June). Miss July repayment.",Negative
2783,On my watch list. Late repaid in June. Miss July repayment.,Negative
2785,"@bendahara said in [Re\-Payment Behavior: MBBT\-18010018 \(Borrower ID 26438\)](/post/2775): >   @Bendahara , not too sure whether you're referring to secured or non-subordinated loans. I personally am concerned here as an investor because this loan is an unsecured loan or subordinated loans. (I've asked multiple times to the platform but nobody answered me thus far, hence deem it as subordinated loans). Basically you do not have anything on hand in case of non-repayment which translates to loss of investor's principal. Even if the platform opts for legal actions and so forth against the guarantor, it will take looong time and still risking the principal.  If you are saying 6 months as default, in my personal opinion probably you are referring to secured loans where the banks actually hold certain securities in case of non-repayment. Correct me if I am wrong.",Negative
2786,same here,Neutral
2787,![0_1533622113103_824e659c-8ac1-47e2-bcee-8e346b70bb6c-image.png](/assets/uploads/files/1533622217886-824e659c-8ac1-47e2-bcee-8e346b70bb6c-image-resized.png)   Putting the issuer's financial ratios up as an case study. Perhaps investors should be clever and able to discern instead of investing blindly without doing our own homework. #lessonlearnt,Neutral
2793,Just received email from FSMY on this note that it will potentially fall into default. Please at least recover principal from the issuer by restructuring the repayments with lower interest rate and/or even prolonging the repayment tenure. Just some suggestion here as one of the stakeholders.  #constructivefeedback,Neutral
2794,"Also, @Sean-FS pls advise whether the issuer company's identity will be made known to the investors once it is in default status?",Neutral
2795,"@josephyiong Ya, you are correct, but how about window dress, massage and creativity on the financial statements which rendered ratio analysis meaningless. please remember that borrowers are mostly SME companies.  For big listed companies like transmile and silver bird, weird, how come I cannot find their share quotes in today Star?    Malaysia Boleh!",Neutral
2809,@josephyiong  Yes agree. Should negotiate to recover at least the principal thru any easy repayment schedule.,Neutral
2810,"@josephyiong in this case the default criteria is set by the platform, which is 3 months from the 1st due date when payment is missed.",Neutral
2822,@sarazen-fs Thanks and apprecite for the update. Ok noted and please keep investors updated on the progress.,Neutral
2828,"MBBT-18040039	Borrower ID - 271486	ONGOING	Tenor   1	2018-07-01	PAID on time 2	2018-08-01	UNPAID (today is 2018-08-08)  UPDATE: 2018-08-01	PAID (today is 2018-08-09)  No late interest charges, *sigh* looks like FS is slow to distribute the payment, I wish the payment is as swift as Fundaztic tbh. I have made 2 separate withdrawals on Aug 1st receivables, and this will be my 3rd, and everytime it takes 2 working days to reflect in my Maybank account.  UPDATE: change to RHB account for Funding Societies for a faster (usually T+1) withdrawal",Neutral
2828,"MBBT-18040039	Borrower ID - 271486	ONGOING	Tenor   1	2018-07-01	PAID on time 2	2018-08-01	UNPAID (today is 2018-08-08)  UPDATE: 2018-08-01	PAID (today is 2018-08-09)  No late interest charges, *sigh* looks like FS is slow to distribute the payment, I wish the payment is as swift as Fundaztic tbh. I have made 2 separate withdrawals on Aug 1st receivables, and this will be my 3rd, and everytime it takes 2 working days to reflect in my Maybank account.  UPDATE: change to RHB account for Funding Societies for a faster (usually T+1) withdrawal",Neutral
2862,"@jomni The reason why tax authorities in Malaysia and Singapore, this is principal amount losses and principal amount losses is not part of expenses. If they don't give tax deduction for share losses, why should they give tax deduction for principal losses at P2P.",Negative
2884,"@horkh    the fact that with such high membership rates and the loans are still unfunded goes to shows that increasing membership is not the way to go. It tells me that many members are not investing. Not to mention the expenses that goes into referral fee to increase membership  @ktinvest   I certainly do not wish to see any crowdfunding operator being pressured to provide more loans and quality suffers.  The reasons i have given and was also echoed by other investors is meant for the good of this crowdfunding ecosystem and for a win-win situation. Ultimately, if we can't invest and earn a decent return, the membership will decline on its own. Self selection will take place.",Neutral
2890,"@toby Please correct me if I'm wrong, for Malaysian tax there is no capital gain tax yet except for RPGT, therefore any gain or loss from share isn't taxable. However, oversea taxes such as UK, deduction is actually given for losses come form the disposal of capital assets.  On the other hand, certain bad debt is actually tax deductible for corporate tax in Malaysia if the criteria is met.",Neutral
2903,"In my opinion, as long as the borrower is in contact with FS and does not avoid queries, it is not too bad. I would not want a situation where the borrower's identity is revealed and he has no avenue to further procure new businesses to improve his cashflow. Revealing identity is normally when the case is heard in court, which is too late by then.",Negative
2905,"However the situation is, being in a collection field, I wish to point out that there is no creditor out there in any industry would allow debtors to default payment more than the securities on hand. I wish to reiterate that this is a non-performing **unsecured loan** and FSMY does not hold anything on hand except the so-called ""Personal Guarantee"", which could mean nothing eventually. Everyone knows that it is NORMAL for the event of delayed repayments or even default in SME lending and so do I. Nonetheless an **unsecured loan** to be allowed outstanding up to 3 months (going to be 4 months) is simply ridiculous. At very least, please maintain the aging to be less than 4 months or restructure it.",Neutral
2908,"@lipozami  RPGT yes only applicable to property in Malaysia. Can't really comment UK situation - their tax system are complicated and I don't really understand their tax system. But UK do not tax P2P interest (if I am not mistaken). I believe the only country in the world that does that. I might be wrong.  Bad and doubtful debts expense is actually considered part of expense of running the business (i.e. credit sales) and thus, only trade bad expense can be deducted. Investment capital losses are cannot deducted for tax.",Neutral
2918,"So I have a question, I recently rooted my android device, cos i wanted to hide away all the adverts thats popping up on my other apps. and I notice that before rooting, i could link my finger print to the FS app and login  via fingerprint.. now that option has gone missing. was it due to my rooting? or there was a FS update to remove it.",Neutral
2919,"@cybreed I use Magisk to root. Within Magisk, we may select which apps to hide. Not all apps can be hidden successfully but FS and Maybank can.",Neutral
2920,"mmm yes... i forgot to hide it, am also using magisk. now can dy, after reboot. thanks @chengchai :D",Neutral
2926,@kaeley-wn good to know.. good to know :D,Positive
2933,"@josephyiong said in [\[POLL\] Request: RM 50, minimum investment at FSMY](/post/2491): > @rajpuga I think there's no difference for investors be it minimum RM100 or RM50 or RM0.50, but it has great impact to the platform. From platform's perspective, it would be very troublesome for them to manage the ""crowds"" because the number will be doubled. For example, 100k loans can have maximum 1000 investors. If minimum investment is changed to 50, 100k loans can have maximum 2000 investors to manage, which translates to heavier workload to the platform. Bear in mind that the workload will be doublefolded every month because the staffs would need to update payments one by one into investors' account. >  > Based on my experience, payment update is considered quite slow currently. We usually expect to see payment update within 3 - 5 business days. So if this is implemented, perhaps we shouldn't blame the platform to take 10 business days to just update the payment for each loans. Does it make sense?  I highly doubt that the platforms are manually calculating and crediting each and every investor whenever they receive a repayment.   It wouldn't be difficult at all (and I will be surprised if this isn't already in place) for them to just key in the repayment amount plus the date as soon as they received the funds and their system should automatically calculate the total amount each investor should receive and credit it into the investor's account.",Neutral
2934,@jlhc hi there.. Perhaps you are right that payment updates and so forth are automated using high tech systems. Maybe FSMY can further clarify on this since only they know whether or not the workload will be increased when minimum investment amount is reduced. =),Neutral
2937,"I believe there is some degree of automation. If not, they should start investing in systems to make their life easier. Aren’t P2P platforms touted as FinTech?  Would be surprising if there is no Tech behind it.",Neutral
2938,@jomni haha.. true tho.. but P2P is still new relatively as compared to financial institutions like banks. Not sure they have such budgets or not because a decent system costs up to millions. (correct me if i'm wrong) Even some BIG companies out there are stingy to spend on such technologies. =P,Neutral
2940,@josephyiong These are fairly low tech to be honest so I will be very disappointed if they are doing these manually.   It's not hard at all to hire a programmer to code a software to calculate how much interest each investor is entitled to and credit it to their account. Any programmer who knows what he/she is doing can do this in a fairly short amount of time.,Neutral
2943,"@josephyiong said in [\[POLL\] Request: RM 50, minimum investment at FSMY](/post/2938): > @jomni haha.. true tho.. but P2P is still new relatively as compared to financial institutions like banks. Not sure they have such budgets or not because a decent system costs up to millions. (correct me if i'm wrong) Even some BIG companies out there are stingy to spend on such technologies. =P  I do believe that they would have some form of backend system such as IBM AS400 which could be used to track all aspects of loans and credit.",Neutral
2956,"@jlhc the point is, how do we know? ;)",Neutral
2958,"@josephyiong The point is I honestly don't think that should be a consideration at all. If FS can't handle the influx in investments just because they reduce the minimum amount to RM50, their business plan is bound to fail as they can't scale and I'm sure that this isn't the case.",Negative
2960,"@jlhc haha.. i see.. great point and well noted. Nonetheless, we all are still commenting based on our assumptions, that's my point. =)",Neutral
2974,"Hello, I am a funding societies Malaysia user, I am confident that you will be very successful in the long run, but I am just wondering, if FS goes down, the lenders are required to make repayment to us investors or to your company?",Neutral
2984,"Hi FS team and investors,  First of all, thanks FS team for creating the auto-invest bot.  It is an important feature to reduce my efforts of investing whenever I want to ""hand off"".  It will be great if investors can set maximum exposure per Borrower in percentage of total portfolio such as 2% or 3% per Borrower. It will greatly help on risk management and diversification.  What do you think?",Neutral
2993,"Hi, may I ask a question, is it possible that I set up a Sdn bhd and refinance my property lets say the rate is 7% then I use the money to invest in p2p? The 7 % interest cost  can I claim as cost and deduct it out before calculate total profit for income tax reporting?",Neutral
2995,A sad day indeed!!!😩😭😱,Negative
2996,@toh-eric Let's hope for the best since the issuer will be discussing repayment matters with FSMY. Awaiting updates.,Neutral
3025,@samuelwcl  meaning you want to start a company which profits from lending to another lender?  Interesting!,Positive
3027,"It sounds possible but as the property is under your personal name, you will need to sell it to the company and incur stamp duty fees.   Alternatively you can refinance the property yourself and loan the funds to your company to invest in Funding Societies, that may work.   However, do note that this will be a very risky venture as your investments in FS is not guaranteed and you may stand to lose everything if one or more borrowers default (FS Malaysia just *welcomed* their first defaulter recently).   Another thing to consider is how do you intend to spread out your risk. Say you refinance the property for RM200K, are you planning to dump the whole sum into a handful of borrowers? If you intend to spread out your eggs into many baskets (say RM1000 for each borrower), how long will it take for you to invest the whole RM200K? Have you considered that you will be paying the interest for the refinancing while you wait?",Neutral
3033,The worst has come. Borrower has gone into Default. And I have another one with the same Borrower. Just that the latter one started earlier.,Negative
3035,"@vamsi7 Thanks for the clarification. Well noted. If that's the case, then perhaps it doesn't really matter for FSMY to reduce the minimum investment to RM50. Since no much impact and on top of that, it will be much easier to reinvest the idle funds. =)",Neutral
3037,I'm going to tread slowly and patiently into different loans for now to diversify. Defaults are rare but diversification really is important to bolster the impact of such events.. Hope your funds can eventually be restored guys. 🙏,Neutral
3040,"@vamsi7 Cons: halfing the min amount means double the number of investors who may email platforms (especially for updates on late/default/etc for the respective individual notes), thus added costs/burden to manage such doubling of queries potentially leading to higher service fee in the long run.   Pros: easier for investors with limited funds to diversify. I remember in my statistics days on sampling, samples of 25 to 50 is a good number to reduce the std dev of samples and I assumed it would be the same for notes diversification. With limited funds of RM2,500 and @RM50 min amt, you can achieve pretty good diversification of 50 notes  Neutral: each platform have different strategies on min amounts. High min amount means higher standby platform funds (I believe FSSG once recommended to maintain S$3,000) as some platforms auto-allocation immediately upon announcement of note (like FS while other platforms give you time to top up prior to auto-allocation) i.e. it drives investors’ behaviour to maintain a higher standby platform funds to avoid losing out on auto-allocation. Such standby funds are also a form of revenue that platforms can earned(more likely at higher interest rate due to pooling of millions of dollars/ringgits). This is good (even at the expense of investors who earns no interest on such standby platform funds) because in the long run, the more the platform earns, the higher is its survival rate. While SG and MY is not like China, I am confident that a few will fail in the next 5 years as a good majority is losing money as they need series A/B/C/etc funding to ensure they are the dominant one in the future to churn at least hundreds of millions per annum in notes to stay profitable.   As usual, caveat emptor(on platform failures) and happy investing!",Neutral
3047,"@vamsi7 and FS team,  That is a great news! All the best in your meeting with them. Awaiting for positive news next week. :)",Positive
3050,"This experience is for FS Singapore...   I have had 3 defaults from a total of 123 loans.  2 defaults have already been fully recovered (total payments are even more than initially expected).  As long as they are willing to talk, a restructured payment plan is possible and may end up good for all of us.  The other borrower is a foregone case already and FS has already put up a Proof of Debt.",Neutral
3052,"@jomni thanks for sharing your experience. I've invested in about 56 notes in Msia and only 1 default thus far, which is considered quite good. Hopefully this one won't be the written-off case. =)",Neutral
3062,@vamsi7 Good morning. Awaiting for good news from FSMY =) ![worry](https://media.tenor.com/images/1f8c7736a46059a800df67a2779b3a86/tenor.gif),Positive
3064,"June was late, July and august not paid.  Worries me.",Negative
3065,"I wonder hows does funding societies protect late repayment / defaulters. What if they repay late months together, what action does FS to protect the investment?  Right now , MBBT-18020008  has a poor record of June late , July+August missed.",Negative
3076,https://crowdfundtalks.com/topic/303/re-payment-behavior-mbbt-18020008-borrower-id-197425  I think we may continue the discussion in that thread..,Neutral
3088,@vamsi7 Great news. A win-win arrangement. Kudos to the FS team.,Positive
3124,July repayment has been delayed to 31 Aug 2018. Lets see this again in the 1st week of Sept.,Neutral
3130,"@vamsi7 Nah, just a plain old chap who is so kiasu that I read all FAQs of all platforms (including those of borrowers) and try to understand their business models and try to estimate their rev and costs. Of course, age and experience helps, paid my fair share of “tuition fees” on stock markets especially during the Dotcom/Great Recession/P2P/etc!  Also, learned a few hacks and created excel spreadsheets to track “behaviour” (for e.g. borrowers’ ID and invoice debtors’ ID, disbursement dates, repayment dates, etc is invaluable on certain platforms for me). Certain platforms/borrowers are also not angels (there are a few platforms who hold your committed funding for a few weeks  before the borrower accepts the loan, ie borrower is exploiting a loophole that they have obtained a line of credit, not unlike an overdraft and some platforms tolerate such behaviour, I seen one where a borrower cancelled and subsequently the platform refunded the committed amount without interest). Also certain platforms allow certain borrowers to borrow more to repay old loans/invoice financing and I even know 2 borrowers (some platforms do display borrowers’ name) who went to two platforms within a short period of time!  Honestly, the best investment I made so far is learning from YouTube and the internet. Trust me, never foray into risky endeavours without spending a few hours/days learning. If we spent years dating (i.e learning) before marriage, what is a couple hours/days before investing, rotfl!  As usual, caveat emptor!",Neutral
3139,"@samuelwcl : Yes., u may.  And no., you do not need to transfer the ownership of your property to the newco name. You can take a loan under your Newco name and provide a thirdparty charge on your personally owned property to the bank as security.",Neutral
3141,"@vamsi7 : risks are basically similar to if you were to use other method of funding. Just need to know what you are investing in., diversify your investments and limit your leverage ratio ( not taking on too much borrowings )  Look at it as a business venture. It is not unusual for entreprenuers to rely on borrowings to invest in their business.",Neutral
3143,"@vamsi7 : Yes., I know of licensed moneylenders who borrows from banks or private investors at moderate interest rate to lend out to their clients at higher interest rate & in the process making a good profit margin. !",Neutral
3165,"My bank RM is asking me to borrow money form them to buy unit trust.  Makes me want to tell them that I want to use for crown funding instead.  But of course, defaults shouldn’t be big enough to make you insolvent.",Neutral
3198,"Hi, just wonder how FSMY will do, if borrower late repayment or there is no payment? Would they listed the borrower ID and let investor know the previous repayment status?",Neutral
3199,"@tingwk  When late/missed/delayed/default, FSMY will create a note next to the portfolio page to share with investors on the status.",Neutral
3203,@ktinvest said in [Re\-Payment Behavior: MBBT\-18020008 \(Borrower ID 197425\)](/post/3124): > July repayment has been delayed to 31 Aug 2018. > Lets see this again in the 1st week of Sept.  Are the June payment in already?,Neutral
3204,@bendahara  Good Morning buddy.  Yeap. June repayment was repaid (late repaid). ![0_1535590395341_18020008_Aug2018.jpg](/assets/uploads/files/1535590395659-18020008_aug2018-resized.jpg),Neutral
3207,@ktinvest said in [Re\-Payment Behavior: MBBT\-18020008 \(Borrower ID 197425\)](/post/3204): > @bendahara  > Good Morning buddy.  > Yeap. June repayment was repaid (late repaid). > ![0_1535590395341_18020008_Aug2018.jpg](/assets/uploads/files/1535590395659-18020008_aug2018-resized.jpg)  That is a good news as repayment are still coming in even through it is slow.   The good news is that there are still some commitment from the lender and that you will get late charges fees.  It is bad but still not gone case yet,Positive
3213,"I think by all means restructure if the vendor is not able to meet the current monthly repayment. Moving forward, I do also hope that more emphasis is given on the cash flow sustainability of the borrower. I may have overlooked this information in the Fact Sheets but perhaps a note on this may be good for us to evaluate the borrower. I do have to say though that FS has much more information on their Fact Sheet than the other platform I am investing in. Thanks.",Neutral
3216,"@jomni said in [Re\-Payment Behavior: MBBT\-18010018 \(Borrower ID 26438\)](/post/3050): > This experience is for FS Singapore...   I have had 3 defaults from a total of 123 loans.  2 defaults have already been fully recovered (total payments are even more than initially expected).  As long as they are willing to talk, a restructured payment plan is possible and may end up good for all of us.  The other borrower is a foregone case already and FS has already put up a Proof of Debt.  I have one default in Singapore but the default is due to late payment charges still not paid yet so I am not going to lose sleep too much.",Negative
3222,@Kc-Lau has written a comprehensive article with regards to the first default in FSMY.,Neutral
3223,Totally agree. I'd like to see an option for the Auto Invest Bot which allows us to skip borrowers where I still have ongoing investments.   I don't want to invest in borrowers that I've invested before and they have yet to fully repay their note as that will only increase my risk and reduce my diversification.,Neutral
3225,Yes. Is a necessary feature. Hope you implement.  Can there also be a dashboard on concentrations?,Neutral
3249,"> Cons: halfing the min amount means double the number of investors who may email platforms (especially for updates on late/default/etc for the respective individual notes), thus added costs/burden to manage such doubling of queries potentially leading to higher service fee in the long run.  @racingcar I highly doubt that the platforms are going to start increasing the service fees if this happens. Also, just because double the investors, doesn't mean double the user enquiries. Unless something goes wrong but thats an exception. Also, if there is an increase in service fees, investors are just going to flock to a platform where there is lesser fees.  > Such standby funds are also a form of revenue that platforms can earned(more likely at higher interest rate due to pooling of millions of dollars/ringgits).   Again, may be inaccurate. Investor's funds are help in a trustee / escrow account. I don't think platforms earn interest on such accounts. They even will have to pay the trustee account to maintain the funds.   > Also, learned a few hacks and created excel spreadsheets to track “behaviour” (for e.g. borrowers’ ID and invoice debtors’ ID, disbursement dates, repayment dates, etc is invaluable on certain platforms for me).  Wow that's great. Would love to hear more on these tips & tricks. I'm finding it hard to keep track of the money coming in & going out and the returns being earned.",Neutral
3255,Absolutely necessary! Please implement it asap!,Neutral
3258,Yes agreed on the maximum exposure feature. Especially when there are so many repeat borrowers!,Neutral
3267,"@vamsi7   Instead of a portfolio list by notes, we see a protfolio list by borrower and outstanding amount. This goes in conjunction with maximum exposure auto-invest so that you know what’s going on.  So than you know what to avoid manually.",Neutral
3270,Great! Thanks for all your supports and sharing your views here.,Positive
3271," 31 Aug 2018 repayment date missed! July  , august no payment.",Negative
3273,@rahulsk1947 It's kinda hard to tell whether it is (1) paid but yet to be updated in the system OR (2) a missed payment.,Negative
3275, Excellent! Great job @vamsi7 !,Positive
3286,I like the work anytime of the day concept.  Best if can work any place.,Neutral
3295,"@vamsi7  To FS Team, great stuff. Thank you for this. I tried the feature and it was seamless. After download, add a filter to it and you can do wonders with the info.  :)",Positive
3296,@vamsi7  1 column of information is missing - Borrower ID. Can this be fixed with little effort from the team?,Negative
3297,nice!!! ![victory dance](https://media.tenor.com/images/8d0cfad0ea1e1343dc1ce076e83274af/tenor.gif),Positive
3298,Can we have a sort by the earliest incoming repayment. i like to have things at a glance... if possible,Neutral
3299,I agree.. eventho I dont have much invested here yet. I think it will be a useful function/option to have on a bot.,Neutral
3300,@ktinvest said in [\[New Feature\] Portfolio download](/post/3296): > @vamsi7  > 1 column of information is missing - Borrower ID. > Can this be fixed with little effort from the team?  This is what i think is needed too,Negative
3301,"@vamsi7 said in [\[New Feature\] Portfolio download](/post/3293): > Hey FS investors, >  > We have received numerous requests to provide an option for investors to download their portfolio as a CSV file for tracking and analysis purpose. >  > Happy to announce that we have launched this feature today. You will be able to find it in your [portfolio](https://fundingsocieties.com/admin-investor/portfolio) page. >  > ![0_1536050175441_9a0a3d2a-0201-4aea-9456-53aa3051ebd0-image.png](/assets/uploads/files/1536050176000-9a0a3d2a-0201-4aea-9456-53aa3051ebd0-image-resized.png)  >  > If you have any more feature requests on investor portfolio section, please feel free to comment on this thread. https://crowdfundtalks.com/topic/217/suggestions-on-portfolio-enhancement/ >  > Happy investing!  I will like to compliment the team for this effort. It may seem little but it is a good long way for us.",Positive
